

            List of variables on the working file

Name     Position  Label
V416          416  5.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.
V417          417  5.HAUSH.PERSON: GESCHLECHT
V418          418  5.HAUSH.PERSON: GEBURTSMONAT
V419          419  5.HAUSH.PERSON: GEBURTSJAHR
V420          420  5.HAUSH.PERSON: ALTER
V421          421  5.HAUSH.PERSON: ALTER, KAT.
V422          422  5.HAUSH.PERSON: FAMILIENSTAND
V423          423  6.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.
V424          424  6.HAUSH.PERSON: GESCHLECHT
V425          425  6.HAUSH.PERSON: GEBURTSMONAT
V426          426  6.HAUSH.PERSON: GEBURTSJAHR
V427          427  6.HAUSH.PERSON: ALTER
V428          428  6.HAUSH.PERSON: ALTER, KAT.
V429          429  6.HAUSH.PERSON: FAMILIENSTAND
V430          430  7.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.
V431          431  7.HAUSH.PERSON: GESCHLECHT
V432          432  7.HAUSH.PERSON: GEBURTSMONAT
V433          433  7.HAUSH.PERSON: GEBURTSJAHR
V434          434  7.HAUSH.PERSON: ALTER
V435          435  7.HAUSH.PERSON: ALTER, KAT.
V436          436  7.HAUSH.PERSON: FAMILIENSTAND
V437          437  8.HAUSHALTSPERSON:VERWANDTSCHAFT Z.BEFR.
V438          438  8.HAUSH.PERSON: GESCHLECHT
V439          439  8.HAUSH.PERSON: GEBURTSMONAT
V440          440  8.HAUSH.PERSON: GEBURTSJAHR
V441          441  8.HAUSH.PERSON: ALTER
V442          442  8.HAUSH.PERSON: ALTER, KAT.
V443          443  8.HAUSH.PERSON: FAMILIENSTAND
V444          444  MEHRPERS.HAUSH.:EINKOMMEN <OFFENE ABFR.>
V445          445  MEHRPERS.HAUSH.: EINKOMMEN <LISTENABFR.>
V446          446  HAUSHALTSNETTOEINKOMMEN: OFFENE ABFRAGE
V447          447  HAUSHALTSNETTOEINKOMMEN: LISTENABFRAGE
V448          448  HAUSHALTSEINKOMMEN <OFFENE+LISTENANGABE>
V449          449  HAUSHALTSEINK.<OFFENE+LISTENANGABE>,KAT.
V450          450  KINDER AUSSER HAUS?
V451          451  ANZAHL KINDER AUSSER HAUS
V452          452  GESCHLECHT, 1.KIND, AUSSER HAUS
V453          453  GEBURTSJAHR, 1.KIND, AUSSER HAUS
V454          454  ALTER, 1.KIND, AUSSER HAUS
V455          455  ALTER, 1.KIND, AUSSER HAUS, KATEG.
V456          456  GESCHLECHT, 2.KIND, AUSSER HAUS
V457          457  GEBURTSJAHR, 2.KIND, AUSSER HAUS
V458          458  ALTER, 2.KIND, AUSSER HAUS
V459          459  ALTER, 2.KIND, AUSSER HAUS, KATEG.
V460          460  GESCHLECHT, 3.KIND, AUSSER HAUS
V461          461  GEBURTSJAHR, 3.KIND, AUSSER HAUS
V462          462  ALTER, 3.KIND, AUSSER HAUS
V463          463  ALTER, 3.KIND, AUSSER HAUS, KATEG.
V464          464  GESCHLECHT, 4.KIND, AUSSER HAUS
V465          465  GEBURTSJAHR, 4.KIND, AUSSER HAUS
V466          466  ALTER, 4.KIND, AUSSER HAUS
V467          467  ALTER, 4.KIND, AUSSER HAUS, KATEG.
V468          468  GESCHLECHT, 5.KIND, AUSSER HAUS
V469          469  GEBURTSJAHR, 5.KIND, AUSSER HAUS
V470          470  ALTER, 5.KIND, AUSSER HAUS
V471          471  ALTER, 5.KIND, AUSSER HAUS, KATEG.
V472          472  GESCHLECHT, 6.KIND, AUSSER HAUS
V473          473  GEBURTSJAHR, 6.KIND, AUSSER HAUS
V474          474  ALTER, 6.KIND, AUSSER HAUS
V475          475  ALTER, 6.KIND, AUSSER HAUS, KATEG.
V476          476  GESCHLECHT, 7.KIND, AUSSER HAUS
V477          477  GEBURTSJAHR, 7.KIND, AUSSER HAUS
V478          478  ALTER, 7.KIND, AUSSER HAUS
V479          479  ALTER, 7.KIND, AUSSER HAUS, KATEG.
V480          480  GESCHLECHT, 8.KIND, AUSSER HAUS
V481          481  GEBURTSJAHR, 8.KIND, AUSSER HAUS
V482          482  ALTER, 8.KIND, AUSSER HAUS
V483          483  ALTER, 8.KIND, AUSSER HAUS, KATEG.
V484          484  GESCHLECHT, 9.KIND, AUSSER HAUS
V485          485  GEBURTSJAHR, 9.KIND, AUSSER HAUS
V486          486  ALTER, 9.KIND, AUSSER HAUS
V487          487  ALTER, 9.KIND, AUSSER HAUS, KATEG.
V488          488  GESCHLECHT, 10.KIND, AUSSER HAUS
V489          489  GEBURTSJAHR, 10.KIND, AUSSER HAUS
V490          490  ALTER, 10.KIND, AUSSER HAUS
V491          491  ALTER, 10.KIND, AUSSER HAUS, KATEG.
V492          492  HAEUFIGK. POLITIKGESPRAECH MIT FAMILIE
V493          493  HAEUFIGK. POLITIKGESPRAECH MIT FREUNDEN
V494          494  HAEUFIGK. POLITIKGESPRAECH MIT BEKANNTEN
V495          495  HAEUFIGK. POLITIKGESPRAECH MIT FREMDEN
V496          496  BEFR.: TYP DER WOHNUNG
V497          497  SELBSTBESCHREIBUNG DES WOHNORTS
V498          498  NACHBARSCHAFTSKONTAKT: HAEUFIGKEIT
V499          499  NACHBARSCHAFTSKONTAKT: QUALITAET
V500          500  NACHTS ALLEINE ANGST IN ENGERER UMGEBUNG
V501          501  VERBUNDENHEIT ZUR GEMEINDE
V502          502  VERBUNDENHEIT ZUM BUNDESLAND U. BUERGERN
V503          503  VERBUNDENHEIT MIT ALTER BRD
V504          504  VERBUNDENHEIT MIT EHEMALIGER DDR
V505          505  VERBUNDENHEIT ZU DEUTSCHLAND ALS GANZEM
V506          506  VERBUNDENHEIT ZUR EU UND IHREN BUERGERN
V507          507  MITGLIEDSSTATUS: KULTURVEREIN
V508          508  MITGLIEDSSTATUS: SPORTVEREIN
V509          509  MITGLIEDSSTATUS: SONST. HOBBYVEREIN
V510          510  MITGLIEDSSTATUS: WOHLTAETIGKEITSVEREIN
V511          511  MITGLIEDSSTATUS: MENSCHENRECHTSORGAN.
V512          512  MITGLIEDSSTATUS: NATURSCHUTZORGANISATION
V513          513  MITGLIEDSSTATUS: GESUNDHEITSVEREIN
V514          514  MITGLIEDSSTATUS: ELTERNORGANISATION
V515          515  MITGLIEDSSTATUS: SENIORENVEREIN
V516          516  MITGLIEDSSTATUS: BUERGERINITIATIVE
V517          517  MITGLIEDSSTATUS: ANDERE VEREINE
V518          518  MITGLIED: INFORMELLE GRUPPE
V519          519  LEISTEN SIE INFORMELLE SOZIALE HILFE?
V520          520  WIE OFT INFORMELLE SOZIALE HILFE?
V521          521  ZEITAUFWAND FUER VEREINSKOLLEGEN
V522          522  ZEITAUFWAND FUER ARBEITSKOLLEGEN
V523          523  ZEITAUFWAND FUER FREUNDE
V524          524  KONFESSION, BEFRAGTE<R>
V525          525  WELCHE NICHTCHRISTLICHE RELIGION?
V526          526  KIRCHGANGSHAEUFIGKEIT
V527          527  AKTIVE BETEILIGUNG AN KIRCHENARBEIT?
V528          528  MITGLIED IN EINER GEWERKSCHAFT?
V529          529  FRUEHER GEWERKSCHAFTSMITGLIED?
V530          530  BEFRAGTER IN GEWERKSCHAFT AKTIV?
V531          531  MITGLIED IN SONST. BERUFSORGANISATION?
V532          532  AKTIVE BETEILIGUNG IN SONST.BERUFSORG.?
V533          533  MITGLIED: POLITISCHE PARTEI
V534          534  WAHLABSICHT, BUNDESTAGSWAHL; BEFR.
V535          535  WAHLBETEILIGUNG, LETZTE BUNDESTAGSWAHL?
V536          536  ZWEITSTIMME, LETZTE BUNDESTAGSWAHL
V537          537  WARUM HAT BEFR. NICHT GEWAEHLT?
V538          538  DATUM DES INTERVIEWS: TAG
V539          539  DATUM DES INTERVIEWS: MONAT
V540          540  DATUM DES INTERVIEWS
V541          541  DATUM DES INTERVIEWS, KATEG.
V542          542  INTERVIEWBEGINN: UHRZEIT
V543          543  INTERVIEWBEGINN: STUNDE
V544          544  INTERVIEWBEGINN: MINUTEN
V545          545  INTERVIEWENDE: UHRZEIT
V546          546  INTERVIEWENDE: STUNDE
V547          547  INTERVIEWENDE: MINUTEN
V548          548  DAUER DES INTERVIEWS IN MINUTEN
V549          549  DAUER DES INTERVIEWS IN MINUTEN, KAT.
V550          550  <VIRTUELLE> POINT NUMMER
V551          551  INTERVIEW M. BEFR. ALLEIN DURCHGEFUEHRT?
V552          552  EHEP.O. PARTNER BEIM INTERVIEW ANWESEND?
V553          553  KINDER BEIM INTERVIEW ANWESEND?
V554          554  ANDERE FAMILIENANGEHOERIGE ANWESEND?
V555          555  SONSTIGE PERSONEN BEIM INTERV. ANWESEND?
V556          556  EINGRIFF DRITTER PERSONEN I.D. INTERV.?
V557          557  ANTWORTBEREITSCHAFT DES BEFRAGTEN
V558          558  ZUVERLAESSIGKEIT DER ANGABEN DES BEFR.
V559          559  BEFR.: HAT AM BILDSCHIRM MITVERFOLGT
V560          560  NUTZEN SIE PRIVAT DAS INTERNET?
V561          561  WIE HAEUFIG NUTZEN SIE DAS INTERNET?
V562          562  TEILNAHMEBEREITSCHAFT INTERNETUMFRAGE
V563          563  TEILNAHMEBEREITSCHAFT SCHRIFTL. UMFRAGE
V564          564  SCHRIFTL. UMFRAGE STATT INTERNETUMFRAGE
V565          565  ISSP-TEILNAHME: FREIZEIT UND SPORT
V566          566  FREIZEIT: FERNSEHEN,DVD,VIDEO ANSCHAUEN
V567          567  FREIZEIT: INS KINO GEHEN
V568          568  FREIZEIT: EINKAUFSBUMMEL MACHEN
V569          569  FREIZEIT: BUECHER LESEN <ISSP>
V570          570  FREIZEIT: KULTURELLE VERANSTALTUNGEN
V571          571  FREIZEIT: SICH MIT VERWANDTEN TREFFEN
V572          572  FREIZEIT: SICH MIT FREUNDEN TREFFEN
V573          573  FREIZEIT: KARTEN, BRETTSPIELE SPIELEN
V574          574  FREIZEIT: MUSIK HOEREN
V575          575  FREIZEIT: KOERPERLICHE BETAETIGUNG
V576          576  FREIZEIT: SPORTVERANSTALTUNGEN BESUCHEN
V577          577  FREIZEIT: HANDARBEITEN, WERKEN
V578          578  FREIZEIT: INTERNET, PC
V579          579  SELBSTVERWIRKL. DURCH FREIZEITBESCH.
V580          580  BEZIEHUNGSFESTIGUNG DURCH FREIZEITBESCH.
V581          581  SPASS AN: BUECHER LESEN
V582          582  SPASS AN: SICH MIT FREUNDEN TREFFEN
V583          583  SPASS AN: KOERPERLICHE BETAETIGUNG
V584          584  SPASS AN: FERNSEHEN,DVD,VIDEO ANSCHAUEN
V585          585  HAEUFIGK.: NUETZLICHE KONTAKTE KNUEPFEN
V586          586  HAEUFIGK.: SICH ENTSPANNEN, ERHOLEN
V587          587  HAEUFIGK.: KENNTNISSE ERWERBEN
V588          588  HAEUFIGK.: SICH LANGWEILEN
V589          589  HAEUFIGK.: SICH GEHETZT FUEHLEN
V590          590  HAEUFIGK.: AN BERUFLICHE ARBEIT DENKEN
V591          591  LIEBER ALLEIN ODER MIT ANDEREN ZUSAMMEN?
V592          592  ZEIT VERBRINGEN MIT BEZAHLTER ARBEIT
V593          593  ZEIT VERBRINGEN MIT HAUSARBEIT
V594          594  ZEIT VERBRINGEN MIT FAMILIE
V595          595  ZEIT VERWENDEN FUER FREIZEIT
V596          596  HAEUFIGK.: UEBER NACHT FORT
V597          597  HAEUFIGK.: VON ARBEIT FREI GENOMMEN
V598          598  HAEUFIGSTE AUSGEUEBTE SPORTART,1.NENNUNG
V599          599  HAEUFIGSTE AUSGEUEBTE SPORTART,2.NENNUNG
V600          600  HAEUFIGSTE AUSGEUEBTE SPORTART,3.NENNUNG
V601          601  HAEUFIGSTE AUSGEUEBTE SPORTART,ANZ.NENN.
V602          602  WAS SPIELEN SIE AM HAEUFIGSTEN?
V603          603  GRUND FUER SPORT: FIT SEIN
V604          604  GRUND FUER SPORT:ANDERE MENSCHEN TREFFEN
V605          605  GRUND FUER SPORT: MIT ANDEREN MESSEN
V606          606  GRUND FUER SPORT: GUT AUSSEHEN
V607          607  HAEUFIGSTE SPORTART IM TV
V608          608  ZWEITHAEUFIGSTE SPORTART IM TV
V609          609  STOLZ AUF: INTERNAT. SPORTLICHE ERFOLGE
V610          610  SPORT FOERDERT CHARAKTERENTWICKLUNG
V611          611  IM FERNSEHEN KOMMT ZU VIEL SPORT
V612          612  SPORT BRINGT UNTERSCHIEDL.GRUPPEN NAEHER
V613          613  INT. SPORTWETTK. ERZEUGEN INT.SPANNUNGEN
V614          614  MEHR OEFFENTLICHE MITTEL FUER DEN SPORT
V615          615  TEILGENOMMEN: SPORTVEREIN
V616          616  TEILGENOMMEN: KULTURVEREIN
V617          617  TEILGENOMMEN: KIRLICHE,RELIG.VEREINIGUNG
V618          618  TEILGENOMMEN: SOZIALE GRUPPE
V619          619  TEILGENOMMEN: POLITISCHE PARTEI
V620          620  VERTRAUEN ODER VORSICHT BEI KONTAKTEN
V621          621  POLITISCHES INTERESSE <ISSP>
V622          622  BEHINDERUNG D.FREIZEIT:KEINE EINRICHTUNG
V623          623  BEHINDERUNG D.FREIZEIT:GELDMANGEL
V624          624  BEHINDERUNG D.FREIZEIT:EIGENE GESUNDHEIT
V625          625  BEHINDERUNG D.FREIZEIT:SOZ.VERPFLICHTUNG
V626          626  BEHINDERUNG D.FREIZEIT:ZEITMANGEL
V627          627  WIE GLUECKLICH SIND SIE? <ISSP 2007>
V628          628  GESUNDHEITSZUSTAND BEFR. <ISSP>
V629          629  KOERPERGROESSE IN CM, BEFRAGTE<R>
V630          630  KOERPERGROESSE, BEFRAGTE<R>, KATEG.
V631          631  GEWICHT IN KG, BEFRAGTE<R>
V632          632  GEWICHT, BEFRAGTE<R>, KATEGORISIERT
V633          633  BODY-MASS-INDEX
V634          634  BODY-MASS-INDEX, KATEGORISIERT
V635          635  GEWUENSCHTE GEWICHTSVERAENDERUNG, BEFR.
V636          636  OBEN-UNTEN-SKALA: SELBSTEINSTUF., BEFR.
V637          637  BIN EHER ZURUECKHALTEND, RESERVIERT
V638          638  SCHENKE LEICHT VERTRAUEN,BIN GUTGLAEUBIG
V639          639  ERLEDIGE AUFGABEN GRUENDLICH
V640          640  LASSE MICH NICHT AUS DER RUHE BRINGEN
V641          641  HABE AKTIVE VORSTELLUNGSKRAFT, PHANTASIE
V642          642  GEHE AUS MIR HERAUS, BIN GESELLIG
V643          643  NEIGE DAZU ZU KRITISIEREN
V644          644  BIN BEQUEM, NEIGE ZUR FAULHEIT
V645          645  WERDE LEICHT NERVOES UND UNSICHER
V646          646  HABE WENIG KUENSTLERISCHES INTERESSE
V647          647  STREIKRECHT FUER AERZTE?
V648          648  STREIKRECHT FUER KAROSSERIEBAUER?
V649          649  STREIKRECHT FUER LOKFUEHRER?
V650          650  STREIKRECHT FUER BANKANGESTELLTE?
V651          651  STREIKRECHT FUER MUELLABFUHR?
V652          652  ARBEITSLOSENVERS.:FREIWILLIG OD. PFLICHT
V653          653  ARBEITSLOSE:ERST ERSPARNISSE AUFBRAUCHEN
V654          654  ARBEITSLOSE:PARTNER MUSS AUFKOMMEN
V655          655  ISSP-TEILNAHME: RELIGION
V656          656  WIE GLUECKLICH SIND SIE? <ISSP 2008>
V657          657  VERHALTENSBEURTEILUNG: SEX VOR DER EHE
V658          658  VERHALTENSBEURTEILUNG: SEITENSPRUNG
V659          659  BEURTEILUNG: HOMOSEXUALITAET - ISSP
V660          660  ABTREIBUNG: BEI SCHADEN DES BABYS
V661          661  ABTREIBUNG: BEI GERINGEM EINKOMMEN
V662          662  MANN GELD VERDIENEN, FRAU IM HAUSHALT
V663          663  VERTRAUEN ODER VORSICHT BEI KONTAKTEN
V664          664  VERTRAUEN: BUNDESTAG
V665          665  VERTRAUEN: HANDEL UND INDUSTRIE
V666          666  VERTRAUEN: KIRCHEN, RELIG.ORGANISATIONEN
V667          667  VERTRAUEN: GERICHTE UND RECHTSSYSTEM
V668          668  VERTRAUEN: SCHULEN UND BILDUNGSWESEN
V669          669  WOHNORTWECHSEL
V670          670  KIRCHENFUEHRER: NICHT WAEHLER BEEINFL.
V671          671  KIRCHENFUEHRER: NICHT REGIERUNG BEEINFL.
V672          672  WISSENSCHAFT: MEHR SCHADEN ALS NUTZEN
V673          673  ZU VIEL VERTRAUEN IN WISSENSCHAFT
V674          674  RELIGIONEN FUEHREN ZU KONFLIKTEN
V675          675  STRENGGLAEUBIGE ZU INTOLERANT
V676          676  MACHT VON KIRCHEN U.RELIG.ORGANISATIONEN
V677          677  GLEICHE RECHTE FUER ALLE RELIG. GRUPPEN
V678          678  MAN MUSS ALLE RELIGIONEN RESPEKTIEREN
V679          679  AKZEPTANZ: EINHEIRAT ANDERSGLAEUBIGER
V680          680  AKZEPTANZ: KANDIDATUR ANDERSGLAEUBIGER
V681          681  FANATIKER: VERSAMMLUNGEN ABHALTEN
V682          682  FANATIKER: BUECHER VEROEFFENTLICHEN
V683          683  GOTTESGLAUBEN: VERSCHIEDENE FORMEN
V684          684  GOTTESGLAUBEN: ENTWICKLUNG BEI BEFRAGTEN
V685          685  GLAUBEN AN: LEBEN NACH DEM TOD
V686          686  GLAUBEN AN: DEN HIMMEL
V687          687  GLAUBEN AN: DIE HOELLE
V688          688  GLAUBEN AN: WUNDER
V689          689  GLAUBEN AN: WIEDERGEBURT
V690          690  GLAUBEN AN: NIRWANA
V691          691  GLAUBEN AN: UEBERNAT. KRAEFTE VON AHNEN
V692          692  GOTT BEFASST SICH MIT JEDEM MENSCHEN
V693          693  MENSCH KANN LEBENSLAUF KAUM VERAENDERN
V694          694  LEBEN HAT NUR SINN, WEIL ES GOTT GIBT
V695          695  DAS LEBEN DIENT KEINEM ZWECK
V696          696  DEM LEBEN KANN MAN NUR SELBST SINN GEBEN
V697          697  VERBINDUNG ZU GOTT OHNE KIRCHEN
V698          698  KONFESSION, MUTTER
V699          699  KONFESSION, VATER
V700          700  BEFR:IN WELCHER GLAUBENSRICHTUNG ERZOGEN
V701          701  KONFESSION, EHE- ODER LEBENSPARTNER
V702          702  KIRCHGANGSHAEUFIGKEIT, MUTTER
V703          703  KIRCHGANGSHAEUFIGKEIT, VATER
V704          704  KIRCHGANGSHAEUFIGKEIT, BEFR. ALS KIND
V705          705  WIE OFT BETEN SIE? <11ER SKALA>
V706          706  HAEUFIGKEIT VON KIRCHL.AKTIVITAETEN,BEFR
V707          707  RELIGIOESER GEGENSTAND IN HAUSHALT?
V708          708  HAEUFIGKEIT: WALLFAHRTEN
V709          709  EINSCHAETZUNG EIGENER RELIGIOSITAET
V710          710  RELIGIOESER ODER SPIRITUELLER MENSCH?
V711          711  WAHRHEITSGEHALT IN RELIGIONEN
V712          712  RELIGION HILFT GLUECK + FRIEDEN FINDEN
V713          713  RELIGION HILFT FREUNDSCHAFTEN SCHLIESSEN
V714          714  RELIGION HILFT TROST ZU FINDEN
V715          715  RELIGION HILFT RICHTIGEN LEUTEN BEGEGNEN
V716          716  BINDUNG ZUR RELIGION AN LEBENSWENDEPUNKT
V717          717  GLUECKSBRINGER BRINGEN MANCHMAL GLUECK
V718          718  WAHRSAGER KOENNEN ZUKUNFT VORAUSSEHEN
V719          719  WUNDERHEILER HABEN UEBERNATUERL. KRAEFTE
V720          720  HOROSKOP HAT EINFLUSS AUF LEBENSVERLAUF
V721          721  OBEN-UNTEN-SKALA: SELBSTEINSTUF., BEFR.
V722          722  BIN EHER ZURUECKHALTEND, RESERVIERT
V723          723  SCHENKE LEICHT VERTRAUEN,BIN GUTGLAEUBIG
V724          724  ERLEDIGE AUFGABEN GRUENDLICH
V725          725  LASSE MICH NICHT AUS DER RUHE BRINGEN
V726          726  HABE AKTIVE VORSTELLUNGSKRAFT, PHANTASIE
V727          727  GEHE AUS MIR HERAUS, BIN GESELLIG
V728          728  NEIGE DAZU ZU KRITISIEREN
V729          729  BIN BEQUEM, NEIGE ZUR FAULHEIT
V730          730  WERDE LEICHT NERVOES UND UNSICHER
V731          731  HABE WENIG KUENSTLERISCHES INTERESSE
V732          732  PARTEIZUGEHOERIGK.: KURT BECK
V733          733  PARTEIZUGEHOERIGK.: GREGOR GYSI
V734          734  PARTEIZUGEHOERIGK.: FRANZ-JOSEF JUNG
V735          735  PARTEIZUGEHOERIGK.: RENATE KUENAST
V736          736  PARTEIZUGEHOERIGK.: ANGELA MERKEL
V737          737  PARTEIZUGEHOERIGK.: URSULA VON DER LEYEN
V738          738  PARTEIZUGEHOERIGK.: GUIDO WESTERWELLE
V739          739  PARTEIZUGEHOERIGK.: BRIGITTE ZYPRIES
V740          740  AMTIERENDER EU-KOMMISSIONSPRAESIDENT?
V741          741  DURCH WEN WIRD BUNDESKANZLER GEWAEHLT?
V742          742  BEDEUTUNG: REPRAESENTATIVE DEMOKRATIE
V743          743  BEDEUTUNG: WAHLGEHEIMNIS
V744          744  WER VERFUEGT UEBER RICHTLINIENKOMPETENZ?
V745          745  WELCHE ORGANISATION F. KULTUR+WISSENSCH.
V746          746  LAND OHNE STAENDIG.SITZ IM SICHERHEITSR.
V747          747  WANN DUERFEN EU-BUERGER IN D. WAEHLEN?
V748          748  VERWENDUNGSZWECK: SOLIDARITAETSZUSCHLAG
V749          749  AUSSEHEN: SELBSTEINSTUFUNG, BEFR.
V750          750  WIE HAT IHNEN CASI-BEFRAGUNG GEFALLEN?
V751          751  WIE KAMEN SIE MIT CASI ZURECHT?
V752          752  CASI FRAGE SELBST AUSGEFUELLT?
V753          753  CASI-FRAGEBOGEN: WIE OFT HILFE?
V754          754  GESCHLECHT, INTERVIEWER<IN>
V755          755  ALTER, INTERVIEWER<IN>
V756          756  ALTER, INTERVIEWER<IN>, KAT.
V757          757  INTERVIEWER: SCHULABSCHLUSS
V758          758  INT.: SEIT WANN FUER UMFRAGEINSTITUT?
V759          759  INT.: SEIT WANN FUER UMFRAGEINST., KAT.
V760          760  INTERVIEWER<IN>-NUMMER
V761          761  ART DES WOHNGEBAEUDES, BEFRAGTER
V762          762  ZUSTAND DES WOHNGEBAEUDES, BEFRAGTER
V763          763  GEGENSPRECHANLAGE?
V764          764  EINSCHAETZUNG WOHNUMGEBUNG VOM BEFR.
V765          765  INTERVIEW: ERREICHBARKEIT DES BEFRAGTEN
V766          766  INTERVIEW: BEREITSCHAFT DES BEFRAGTEN
V767          767  ATTRAKTIVITAET DES BEFR., INTERVIEWENDE
V768          768  ZAHL DER KONTAKTVERSUCHE, TEL.
V769          769  ZAHL DER KONTAKTVERSUCHE, BESUCHE
V770          770  BERUFLICHE STELLUNG, EINORDNUNG N.TERWEY
V771          771  BERUFL.STELL.,KENNZ.,EINORDNUNG N.TERWEY
V772          772  BERUF; ISCO 1968, EINORDNUNG NACH TERWEY
V773          773  BERUFSUNTERGRUPPE I68, EINORD. N. TERWEY
V774          774  BERUFSHAUPTGRUPPE I68, EINORD. N. TERWEY
V775          775  TREIMANPRESTIGE I68, EINORD. NACH TERWEY
V776          776  TREIMANPRESTIGE I68, EINORD.N.TERWEY,KAT
V777          777  MAGNITUDEPRESTIGE I68, EINORD. N. TERWEY
V778          778  MAGNITUDEPREST. I68, EINORD.N.TERWEY,KAT
V779          779  ISEI GANZEBOOM I68, EINORDNUNG N. TERWEY
V780          780  ISEI GANZEBOOM I68, EINORD.N.TERWEY,KAT.
V781          781  GOLDTHORPEKLASSEN I68, EINORD. N. TERWEY
V782          782  BERUF; ISCO 1988, EINORDNUNG NACH TERWEY
V783          783  SIOPS I88, EINORDNUNG NACH TERWEY
V784          784  SIOPS I88, EINORDNUNG NACH TERWEY, KAT.
V785          785  MAGNITUDEPRESTIGE I88, EINORD. N. TERWEY
V786          786  MAGNITUDEPREST. I88, EINORD.N.TERWEY,KAT
V787          787  ISEI GANZEBOOM I88, EINORDNUNG N. TERWEY
V788          788  ISEI GANZEBOOM I88, EINORD.N.TERWEY,KAT.
V789          789  HAUSHALT-FEINKLASSIFIKATION
V790          790  HAUSHALT-GROBKLASSIFIKATION
V791          791  FAMILIEN-FEINTYPOLOGIE
V792          792  PERSONENBEZOGENES OST-WEST-GEWICHT
V793          793  TRANSFORMATIONSGEWICHT HAUSHALT
V794          794  HAUSHALTSBEZOGENES OST-WEST-GEWICHT
V795          795  OST-WEST TRANSFORMATIONSGEWICHT HAUSHALT
V796          796  GROESSENKLASSE DER POLIT. GEMEINDE
V797          797  BIK-REGIONEN
V798          798  BUNDESLAND, IN DEM BEFRAGTE<R> WOHNT
V799          799  REGIERUNGSBEZIRK
V800          800  RELEASE

